model,prompt,tokens,lang,sents_per_doc,words_per_doc,words_per_sent,coverage,density,compression,summary_length,percentage_novel_1-gram,percentage_repeated_1-gram_in_summ,percentage_novel_2-gram,percentage_repeated_2-gram_in_summ,percentage_novel_3-gram,percentage_repeated_3-gram_in_summ
gpt5,base,"['A', 'Consellaría', 'de', 'Cultura', ',', 'Educación', 'e', 'Universidade', 'está', 'sendo', 'criticada', 'pola', 'comunidade', 'educativa', 'debido', 'a', 'unha', 'modificación', 'no', 'catálogo', 'de', 'infantil', ',', 'primaria', 'e', 'educación', 'especial', 'para', 'o', 'curso', '2021-2022', ',', 'que', 'supón', 'a', 'eliminación', 'de', '109', 'unidades', 'e', 'a', 'perda', 'de', '150', 'postos', 'de', 'mestres', 'e', 'mestres', '.', 'A', 'CIG', 'denuncia', 'que', 'esta', 'reestruturación', 'terá', 'un', 'impacto', 'negativo', 'na', 'calidade', 'educativa', 'e', 'critica', 'que', 'a', 'Consellaría', 'manipula', 'as', 'cifras', 'para', 'enganar', 'á', 'opinión', 'pública', ',', 'tratando', 'a', 'educación', 'como', 'un', 'gasto', 'en', 'vez', 'de', 'un', 'investimento', '.', 'Ademais', ',', 'a', 'central', 'sindical', 'lamenta', 'que', 'se', 'adopten', 'estas', 'medidas', 'nun', 'contexto', 'de', 'pandemia', 'e', 'sen', 'dialogar', 'co', 'profesorado', 'ou', 'ter', 'en', 'conta', 'as', 'súas', 'necesidades', '.', 'A', 'CIG', 'insta', 'á', 'comunidade', 'educativa', 'a', 'organizarse', 'para', 'protestar', 'e', 'advirte', 'que', 'poderían', 'convocar', 'mobilizacións', 'se', 'non', 'se', 'rectifican', 'os', 'recortes', '.', 'Pola', 'súa', 'parte', ',', 'a', 'Consellaría', 'defende', 'que', 'haberá', 'máis', 'unidades', 'que', 'no', 'curso', 'anterior', 'á', 'pandemia', 'e', 'asegura', 'que', 'se', 'atenderán', 'as', 'necesidades', 'do', 'sistema', 'educativo', 'no', 'próximo', 'curso', '.']",0,5,171,34.2,0.73125,1.94375,2.275,160.0,0.3942307692307692,0.19230769230769232,0.6993464052287581,0.032679738562091505,0.8291139240506329,0.0
gpt5,5w1h,"['Aquí', 'tes', 'o', 'resumo', 'do', 'texto', 'segundo', 'o', 'método', 'dos', '5W1H', '(', 'Que', ',', 'Quen', ',', 'Cando', ',', 'Onde', ',', 'Por', 'que', ',', 'Como', ')', ':', 'Que', ':', 'A', 'Consellaría', 'de', 'Cultura', ',', 'Educación', 'e', 'Universidade', 'é', 'acusada', 'de', 'recortar', 'unidades', 'educativas', '(', '109', 'menos', ')', 'e', 'reducir', 'o', 'número', 'de', 'docentes', '(', 'uns', '150', 'menos', ')', 'para', 'o', 'curso', '2021-2022', '.', 'Quen', ':', 'A', 'denuncia', 'foi', 'feita', 'pola', 'central', 'sindical', 'CIG', ',', 'que', 'critica', 'á', 'Consellaría', 'e', 'chama', 'á', 'comunidade', 'educativa', 'e', 'equipos', 'directivos', 'a', 'reaccionar', '.', 'Cando', ':', 'As', 'críticas', 'xorden', 'o', 'luns', '9', 'de', 'agosto', 'de', '2021', ',', 'tras', 'a', 'publicación', 'no', 'Diario', 'Oficial', 'de', 'Galicia', 'o', 'venres', 'anterior', '.', 'Onde', ':', 'En', 'Galicia', ',', 'no', 'ámbito', 'do', 'ensino', 'público', 'infantil', ',', 'primario', 'e', 'de', 'educación', 'especial', '.', 'Por', 'que', ':', 'O', 'sindicato', 'considera', 'que', 'a', 'Consellaría', 'manipula', 'cifras', ',', 'trata', 'a', 'educación', 'como', 'gasto', 'e', 'non', 'como', 'investimento', ',', 'ignora', 'a', 'negociación', 'e', 'non', 'ten', 'en', 'conta', 'as', 'necesidades', 'de', 'alumnado', 'e', 'profesorado', ',', 'agravando', 'a', 'situación', 'en', 'plena', 'pandemia', '.', 'Como', ':', 'A', 'CIG', 'denuncia', 'publicamente', ',', 'chama', 'á', 'mobilización', ',', 'anima', 'a', 'posibles', 'dimisións', 'en', 'bloque', 'dos', 'equipos', 'directivos', 'e', 'anuncia', 'accións', 'de', 'protesta', 'en', 'setembro', 'se', 'non', 'hai', 'rectificación', '.']",0,7,207,29.571428571428573,0.6184971098265896,1.23121387283237,2.1040462427745665,173.0,0.5299145299145299,0.18803418803418803,0.8214285714285714,0.023809523809523808,0.935672514619883,0.0
gpt5,tldr,"['A', 'CIG', 'denuncia', 'que', 'a', 'Consellaría', 'de', 'Cultura', ',', 'Educación', 'e', 'Universidade', 'recortará', '109', 'unidades', 'e', 'preto', 'de', '150', 'docentes', 'en', 'infantil', ',', 'primaria', 'e', 'educación', 'especial', 'para', 'o', 'curso', '2021-2022', ',', 'acusándoa', 'de', 'manipular', 'cifras', 'e', 'de', 'tratar', 'a', 'educación', 'como', 'un', 'gasto', 'e', 'non', 'un', 'investimento', '.', 'Critican', 'a', 'falta', 'de', 'diálogo', ',', 'especialmente', 'en', 'plena', 'pandemia', ',', 'e', 'chaman', 'á', 'mobilización', ',', 'mesmo', 'a', 'dimisión', 'en', 'bloque', 'de', 'equipos', 'directivos', '.', 'A', 'Consellaría', 'defende', 'que', 'haberá', 'máis', 'unidades', 'ca', 'antes', 'da', 'pandemia', 'e', 'que', 'se', 'garantirán', 'as', 'necesarias', '.']",0,3,92,30.666666666666668,0.7469879518072289,1.855421686746988,4.385542168674699,83.0,0.3620689655172414,0.15517241379310345,0.6666666666666666,0.012345679012345678,0.8271604938271605,0.0
salamandra,base,"['A', 'pesar', 'diso', ',', 'fontes', 'sindicais', 'consultadas', 'por', 'este', 'medio', 'apuntan', 'que', '""', 'a', 'realidade', 'é', 'moi', 'diferente', '""', 'e', 'afirman', 'que', '""', 'non', 'hai', 'ningunha', 'unidade', 'máis', '""', ',', 'senón', 'que', 'se', 'eliminan', 'algunhas', 'e', 'créanse', 'outras', 'novas', ',', 'pero', 'sempre', 'inferiores', 'en', 'número', 'ás', 'suprimidas', '.', 'Tamén', 'destacan', 'que', '""', 'se', 'están', 'creando', 'grupos', 'mistos', 'entre', 'diferentes', 'graos', 'educativos', '""', '.', 'Por', 'outra', 'parte', ',', 'desde', 'a', 'Xunta', 'aseguran', 'que', 'estas', 'modificacións', 'responden', 'simplemente', 'a', '""', 'unha', 'reorganización', 'dos', 'centros', 'escolares', 'para', 'adaptarnos', 'aos', 'novos', 'tempos', '""', 'e', 'que', 'teñen', 'como', 'obxectivo', '""', 'mellorar', 'a', 'calidade', 'da', 'docencia', 'e', 'garantir', 'unha', 'mellor', 'atención', 'ao', 'noso', 'alumnado', '""', '.', 'Con', 'todo', ',', 'recoñecen', 'que', 'pode', 'haber', 'casos', 'concretos', 'nos', 'que', 'algún', 'centro', 'perda', 'algunha', 'unidade', 'ou', 'profesor', '/', 'a', 'debido', 'á', 'aplicación', 'desta', 'medida', '.', 'En', 'calquera', 'caso', ',', 'insisten', 'en', 'que', '""', 'sempre', 'será', 'posible', 'atopar', 'solucións', 'alternativas', 'para', 'cada', 'caso', 'particular', '""', '.', 'Segundo', 'datos', 'oficiais', 'publicados', 'recentemente', ',', 'Galicia', 'contará', 'cun', 'total', 'de', '346', 'escolas', 'públicas', 'durante', 'o', 'vindeiro', 'ano', 'lectivo', '(', '2021-2022', ')', ',']",0,6,179,29.833333333333332,0.24666666666666667,0.26,2.4266666666666667,150.0,0.8549618320610687,0.05343511450381679,0.9932885906040269,0.0,1.0,0.0
salamandra,5w1h,"['Non', 'obstante', ',', 'a', 'CIG', 'cuestiona', 'estas', 'afirmacións', 'e', 'advirte', 'de', 'que', '""', 'non', 'é', 'certo', '""', 'porque', 'o', 'número', 'total', 'de', 'unidades', 'de', 'infantil', ',', 'primaria', 'e', 'educación', 'especial', 'será', 'menor', '.', 'Quen', ':', 'A', 'Comunidade', 'Educativa', '.', 'Cando', ':', 'Esta', 'segunda', 'feira', ',', '9', 'de', 'agosto', '.', 'Onde', ':', 'Na', 'comunidade', 'educativa', '.', 'Por', 'que', ':', 'Acusada', 'de', 'xogar', 'coas', 'cifras', 'para', 'o', 'próximo', 'curso', '2021-2022', '.', 'Como', ':', 'Cun', 'aumento', 'na', 'supresión', 'de', 'unidades', 'e', 'profesores', '.', 'Que', ':', 'Reducirase', 'o', 'número', 'de', 'unidades', 'e', 'profesores', '.', 'Calidade', ':', 'Baixa', '.', 'Resposta', ':', 'Reducida', '.', 'Necesidades', ':', 'Sen', 'atender', '.', 'Sensibilidade', ':', 'Falta', 'dela', '.', 'Situación', ':', 'Insatisfactoria', '.', 'Mobilizacións', ':', 'Estudaranse', 'en', 'setembro', '.', 'Actuacións', ':', 'En', 'setembro', '.', 'Demandas', ':', 'Cambios', 'nos', 'cursos', 'anteriores', 'á', 'pandemia', '.', 'Afirmacións', ':', 'Que', 'o', 'próximo', 'curso', 'escolar', 'haberá', 'máis']",0,15,141,9.4,0.49056603773584906,1.5471698113207548,3.4339622641509435,106.0,0.6125,0.2,0.8020833333333334,0.08333333333333333,0.8712871287128713,0.0297029702970297
salamandra,tldr,"['A', 'Comunidade', 'Educativa', 'denuncia', 'que', 'a', 'Consellaría', 'de', 'Cultura', ',', 'Educación', 'e', 'Universidade', 'reduce', '109', 'unidades', 'escolares', 'e', '150', 'profesores', 'na', 'próxima', 'convocatoria', 'escolar', '.', 'Segundo', 'a', 'CIG', ',', 'este', 'recorte', 'afecta', 'preto', 'dun', 'cento', 'de', 'escolas', 'infantís', ',', 'primarias', 'e', 'especializadas', '.', 'A', 'Conselleria', 'defende', 'que', 'aumentará', 'o', 'número', 'de', 'aulas', 'respecto', 'ao', 'ano', 'previo', 'á', 'pandemia', 'pero', 'admite', 'que', 'se', 'eliminarán', 'algunhas', 'liñas', 'educativas', '.', 'O', 'Sindicato', 'Nacional', 'de', 'Traballadores', 'da', 'Ensinanza', '(', 'CNTE', ')', 'acusa', 'o', 'goberno', 'galego', 'de', '""', 'falta', 'de', 'sensibilidade', '""', 'ante', 'estas', 'decisións', 'tomadas', 'nunha', 'época', 'de', 'crise', 'sanitaria', '.', 'Ante', 'tal', 'situación', ',', 'CNTE', 'convoca', 'aos', 'seus', 'membros', 'a', 'mobilizarse', 'contra', 'tales', 'medidas', 'nos', 'próximos', 'meses', '.', '(', 'fonte', ':', 'https://www.europapress.es/galicia/noticia-ensenanza-publica-galega-sufre-recortes-profesorado-infantil-primaria-especial-ano-covid-20210809143659.html).', 'Resumo', ':']",0,6,121,20.166666666666668,0.37735849056603776,0.7735849056603774,3.4339622641509435,106.0,0.7303370786516854,0.06741573033707865,0.8666666666666667,0.0,0.9326923076923077,0.0
llama3,base,"['A', 'Consellaría', 'de', 'Cultura', ',', 'Educación', 'e', 'Universidade', 'da', 'Xunta', 'de', 'Galicia', 'está', 'sendo', 'criticada', 'pela', 'comunidade', 'educativa', 'por', 'ter', 'modificado', 'o', 'catálogo', 'de', 'infantil', ',', 'primária', 'e', 'educação', 'especial', 'para', 'o', 'próximo', 'curso', '2021-2022', ',', 'o', 'que', 'resultaria', 'na', 'redução', 'de', '109', 'unidades', 'e', '150', 'professores', 'menos', ',', 'segundo', 'a', 'central', 'sindical', 'nacionalista', 'CIG', '.', 'A', 'CIG', 'denunciou', 'que', 'a', 'Consellaría', 'está', '""', 'jogando', '""', 'com', 'as', 'cifras', 'para', 'tentar', 'enganar', 'a', 'opinião', 'pública', 'e', 'que', 'a', 'educação', 'é', 'vista', 'como', 'um', 'gasto', 'e', 'não', 'um', 'investimento', '.', 'A', 'central', 'sindical', 'está', 'chamando', 'a', 'todos', 'os', 'setores', 'implicados', 'a', '""', 'redobrar', 'esforços', '""', 'para', 'enfrentar', 'essa', 'situação', 'e', 'está', 'estudando', 'ações', 'e', 'mobilizações', 'em', 'setembro', 'caso', 'não', 'sejam', 'feitas', 'mudanças', '.', 'A', 'Consellaría', 'defendeu', 'que', 'haverá', 'mais', 'unidades', 'em', 'infantil', 'e', 'primária', 'do', 'que', 'no', 'curso', 'anterior', 'à', 'pandemia', 'e', 'que', 'se', 'disporá', 'de', 'todas', 'as', 'unidades', 'necessárias', 'para', 'atender', 'às', 'necessidades', 'do', 'sistema', 'educativo', '.']",0,4,157,39.25,0.6344827586206897,1.7517241379310344,2.510344827586207,145.0,0.4948453608247423,0.1958762886597938,0.7318840579710145,0.036231884057971016,0.852112676056338,0.007042253521126761
llama3,5w1h,"['Que', ':', 'A', 'Consellaría', 'de', 'Cultura', ',', 'Educación', 'e', 'Universidade', 'está', 'sendo', 'criticada', 'pela', 'comunidade', 'educativa', '.', 'Quem', ':', 'A', 'central', 'sindical', 'nacionalista', 'CIG', 'denunciou', 'a', 'situação', 'em', 'um', 'comunicado', 'público', '.', 'Cando', ':', 'O', 'próximo', 'curso', '2021-2022', '.', 'Onde', ':', 'Galiza', ',', 'Espanha', '.', 'Por', 'que', ':', 'A', 'Consellaría', 'está', 'reduzindo', 'unidades', 'e', 'pessoal', 'no', 'ensino', 'primário', ',', 'o', 'que', 'pode', 'afetar', 'cerca', 'de', '150', 'professores', '.', 'Como', ':', 'A', 'Consellaría', 'está', 'modificando', 'o', 'catálogo', 'de', 'infantil', ',', 'primária', 'e', 'educação', 'especial', ',', 'o', 'que', 'resultará', 'na', 'redução', 'de', '109', 'unidades', 'e', '150', 'professores', '.']",0,6,96,16.0,0.6329113924050633,2.1772151898734178,4.6075949367088604,79.0,0.47368421052631576,0.19298245614035087,0.6619718309859155,0.08450704225352113,0.8133333333333334,0.02666666666666667
llama3,tldr,"['A', 'Consellaría', 'de', 'Cultura', ',', 'Educación', 'e', 'Universidade', 'da', 'Xunta', 'de', 'Galicia', 'está', 'sendo', 'criticada', 'pola', 'comunidade', 'educativa', 'polo', 'que', 'se', 'considera', 'un', 'xogo', 'coas', 'cifras', 'para', 'o', 'próximo', 'curso', '2021-2022', '.', 'A', 'central', 'sindical', 'nacionalista', 'CIG', 'denunciou', 'que', 'a', 'modificación', 'do', 'catálogo', 'de', 'infantil', ',', 'primaria', 'e', 'educación', 'especial', 'supón', 'a', 'redución', 'de', '109', 'unidades', 'e', '150', 'mestras', 'e', 'mestres', 'menos', '.', 'A', 'Consellaría', 'defendeu', 'que', 'haberá', 'máis', 'unidades', 'en', 'infantil', 'e', 'primaria', 'que', 'no', 'curso', 'anterior', 'á', 'pandemia', 'e', 'que', 'se', 'disporá', 'de', 'todas', 'as', 'unidades', 'precisas', 'para', 'dar', 'resposta', 'ás', 'necesidades', 'do', 'sistema', 'educativo', '.']",0,3,98,32.666666666666664,0.8709677419354839,4.849462365591398,3.913978494623656,93.0,0.1791044776119403,0.1791044776119403,0.35555555555555557,0.022222222222222223,0.4945054945054945,0.0
subhead,subhead,"['A', 'modificación', 'da', 'Xunta', 'do', 'catálogo', 'de', 'infantil', ',', 'primaria', 'e', 'educación', 'especial', 'recorta', '109', 'unidades', 'e', 'máis', 'de', '150', 'mestras', 'e', 'mestres', 'menos', 'en', 'primaria', ',', 'infantil', 'e', 'educación', 'especial', '.']",0,1,32,32.0,0.8275862068965517,3.3793103448275863,12.551724137931034,29.0,0.20833333333333334,0.125,0.4444444444444444,0.037037037037037035,0.6666666666666666,0.0
article,article,"['Esta', 'mañá', 'de', 'mércores', '15', 'de', 'maio', 'amencía', 'consternada', 'ante', 'un', 'novo', 'caso', 'de', 'violencia', 'de', 'xénero', '.', 'Corrían', 'as', '9:00h', 'da', 'mañá', 'cando', 'un', 'home', ',', 'ao', 'parecer', 'e', 'segundo', 'sinalan', 'varias', 'testemuñas', 'e', 'confirma', 'a', 'Garda', 'Civil', ',', 'Javier', 'M.', ',', 'achegábase', 'á', 'oficina', 'de', 'Unións', 'Agrarias', '.', 'Facía', 'que', 'unha', 'das', 'traballadoras', ',', 'a', 'súa', 'parella', ',', 'saíra', 'á', 'rúa', ',', 'onde', 'lle', 'propinou', 'tres', 'puñaladas', ',', 'unha', 'delas', 'no', 'pescozo', ',', 'ante', 'a', 'mirada', 'de', 'numerosas', 'testemuñas', ',', 'mesmo', 'crianzas', '.', 'A', 'muller', ',', 'Montse', 'López', ',', 'nai', 'de', 'familia', ',', 'ficou', 'ferida', 'de', 'gravidade', ',', 'e', 'tivo', 'que', 'vir', 'o', 'Helicóptero', 'medicalizado', 'para', 'trasladala', 'ao', 'Hospital', '.', 'A', 'Garda', 'Civil', 'xa', 'está', ',', 'mesmo', 'utilizando', 'helicópteros', ',', 'detrás', 'do', 'suposto', 'autor', 'do', 'delito', ',', 'de', '41', 'anos', ',', 'fontaneiro', 'de', 'profesión', 'e', 'que', 'fora', 'candidato', 'á', 'alcaldía', 'por', 'Compromiso', 'por', 'Galicia', 'hai', '4', 'anos', ',', 'pero', 'que', 'non', 'conseguira', 'presencia', 'no', 'pleno', '.', 'Pleno', 'e', 'concentracións', 'O', 'Concello', 'de', 'Vimianzo', 'condena', 'a', 'agresión', 'machista', 'que', 'sufriu', 'a', 'veciña', ',', 'e', 'desexa', 'solidarizarse', 'coa', 'muller', 'agredida', ',', 'cos', 'seus', 'fillos', 'e', 'con', 'toda', 'a', 'súa', 'familia', '.', 'Así', 'mesmo', 'a', 'Corporación', 'de', 'Vimianzo', 'desenvolveu', 'hoxe', 'ás', '13,30', 'h', 'unha', 'sesión', 'extraordinaria', 'do', 'Pleno', 'do', 'Concello', 'para', 'condenar', 'a', 'agresión', 'e', 'mostrar', 'a', 'súa', 'solidariedade', 'coa', 'vítima', 'e', 'a', 'súa', 'familia', '.', '\\', '""', 'Esiximos', 'que', ',', 'por', 'parte', 'das', 'institucións', ',', 'se', 'poñan', 'todos', 'os', 'medios', 'necesarios', 'para', 'rematar', ',', 'dunha', 'vez', 'por', 'todas', ',', 'coa', 'lacra', 'do', 'machismo', '.', 'Facemos', 'un', 'chamamento', 'ao', 'pobo', 'de', 'Vimianzo', 'a', 'sumarse', 'a', 'concentración', 'que', 'se', 'desenvolverá', ',', 'en', 'repulsa', 'polo', 'atentado', 'machista', 'e', 'en', 'solidariedade', 'coa', 'vítima', 'e', 'a', 'súa', 'familia', ',', 'hoxe', 'día', '15', 'ás', '20:00', 'h', 'na', 'Praza', 'do', 'Concello', ',', 'baixo', 'o', 'berro', 'de', ':', 'Machismo', 'Nunca', 'Máis', ',', 'Desexamos', 'transmitirlle', 'tanto', 'á', 'vítima', 'como', 'a', 'súa', 'familia', 'todo', 'o', 'cariño', 'da', 'Corporación', 'municipal', 'de', 'Vimianzo', 'e', 'do', 'pobo', 'de', 'Vimianzo', 'para', 'con', 'eles', '\\', '""', ',', 'leu', 'o', 'alcalde', 'Manuel', 'Antelo', 'na', 'declaración', 'oficial', 'do', 'pleno', '.', 'Tamén', 'a', 'comunidade', 'escolar', 'do', 'colexio', 'San', 'Vicenzo', 'de', 'Vimianzo', ',', 'onde', 'estudan', 'os', 'fillos', 'da', 'vítima', ',', 'despois', 'dunha', 'convulsa', 'mañá', ',', 'realizará', 'unha', 'concentración', 'na', 'praza', 'ás', '15:30h', ',', 'coa', 'lectura', 'dun', 'manifesto', 'de', 'apoio', 'á', 'familia', '.', 'En', 'Cee', ',', 'a', 'Organización', 'feminista', 'Buserana', 'convoca', 'tamén', ',', 'baixo', 'o', 'lema', '\\', '""', 'O', 'machismo', 'mata\\', '""', ',', 'unha', 'Concentración', 'na', 'Praza', '8', 'de', 'marzo', 'de', 'Cee', 'ás', '20.30', 'h', 'en', 'repulsa', 'pola', 'violencia', 'machista', 'exercida', 'hoxe', 'contra', 'unha', 'muller', 'en', 'Vimianzo', '.', 'Ademais', ',', 'o', 'Concello', 'de', 'Laxe', 'convoca', 'unha', 'concentración', 'para', 'mañán', 'ás', '12:00', 'diante', 'do', 'Concello', '.', 'Comunicados', 'de', 'repulsa', 'Paralelamente', 'o', 'grupo', 'de', 'Adiante', 'Vimianzo', 'amosan', 'a', 'súa', '\\', '""', 'repulsa', 'ante', 'calquera', 'acto', 'de', 'violencia', 'machista', 'e', 'ante', 'os', 'feitos', 'acontecidos', 'esta', 'maña', 'no', 'noso', 'municipio', 'suspemos', 'todos', 'os', 'actos', 'da', 'campaña', 'electoral', 'previstos', 'para', 'hoxe', '.', 'Todo', 'o', 'noso', 'apoio', 'e', 'solidaridade', 'coa', 'vítima', 'e', 'a', 'súa', 'familia\\', '""', '.', 'Tamén', 'Mónica', 'Rodríguez', ',', 'candidata', 'do', 'PSdeG-PSOE', 'á', 'alcaldía', 'de', 'Vimianzo', ',', 'quere', 'trasladar', ',', 'de', 'xeito', 'persoal', 'e', 'en', 'nome', 'do', 'Partido', 'Socialista', 'de', 'Vimianzo', ',', '\\', '""', 'a', 'máis', 'enérxica', 'condena', 'contra', 'o', 'acto', 'de', 'violencia', 'machista', 'do', 'que', 'foi', 'hoxe', 'vítima', 'a', 'compañeira', 'e', 'veciña', 'Montse', 'López', '.', 'Agardamos', 'que', 'poida', 'recuperarse', 'en', 'breve', 'das', 'feridas', 'que', 'lle', 'inflixiron', 'e', 'que', 'o', 'autor', 'desta', 'vil', 'e', 'covarde', 'agresión', 'sexa', 'pronto', 'capturado', 'polos', 'corpos', 'e', 'forzas', 'de', 'seguridade', 'e', 'posto', 'a', 'disposición', 'da', 'xustiza', '\\', '""', '.', 'Chegan', 'tamén', 'mostras', 'de', 'repulsa', 'por', 'exemplo', 'dende', 'o', 'BNG', 'de', 'Camariñas', ',', 'que', '\\', '""', 'amosa', 'a', 'sua', 'máis', 'enérxica', 'condena', 'ao', 'atentado', 'machista', 'perpetrado', 'no', 'Concello', 'de', 'Vimianzo', 'e', 'apoia', 'a', 'familia', 'da', 'victima', 'nestes', 'duros', 'momentos', '\\', '""', '.', 'Dende', 'o', 'BNG', 'esixen', 'que', '\\', '""', 'se', 'consideren', 'terrorismo', 'machista', 'aos', 'actos', 'cometidos', 'por', 'violencia', 'de', 'xénero', ',', 'tamen', 'pedimos', 'que', 'se', 'elaboren', 'políticas', 'activas', 'nos', 'concellos', 'que', 'detecten', 'este', 'tipo', 'de', 'atentados', 'nos', 'seus', 'inicios', 'e', 'se', 'actue', 'en', 'consecuencia', 'para', 'atallalos', '\\', '""', '.']",1,17,679,39.94117647058823,,,,,,,,,,
human,human,"['Esta', 'mañá', 'de', 'mércores', '15', 'de', 'maio', 'produciuse', 'un', 'ha', 'agresión', 'machista', 'no', 'concello', 'de', 'Vimianzo', '.', 'as', '9:00h', 'da', 'mañá', 'Javier', 'M.', ',', 'quen', 'foi', 'candidato', 'á', 'alcaldía', 'por', 'Compromiso', 'por', 'Galicia', ',', 'achegábase', 'á', 'oficina', 'de', 'Unións', 'Agrarias', 'e', 'facía', 'que', 'a', 'súa', 'parella', ',', 'Montse', 'López', ',', 'saíra', 'á', 'rúa', ',', 'onde', 'lle', 'propinou', 'tres', 'puñaladas', ',', 'unha', 'delas', 'no', 'pescozo', '.', 'A', 'muller', 'foi', 'trasladada', 'ao', 'hospital', 'e', 'o', 'agresor', 'está', 'a', 'ser', 'perseguido', 'pola', 'Garda', 'Civil', '.', 'O', 'concello', 'de', 'Vimianzo', 'condenou', 'esta', 'agresión', 'a', 'Corporación', 'de', 'Vimianzo', 'desenvolveu', 'hoxe', 'ás', '13,30', 'h', 'unha', 'sesión', 'extraordinaria', 'do', 'Pleno', 'do', 'Concello', 'para', 'esixir', 'que', 's', 'epoñan', 'os', 'medios', 'necesarios', 'para', 'acabar', 'coa', 'lacra', 'do', 'machismo', '.', 'Múltiples', 'concentracións', 'foron', 'convocadas', ',', 'entre', 'elas', ':', 'en', 'Vimianzo', 'hoxe', 'día', '15', 'ás', '20:00', 'h', 'na', 'Praza', 'do', 'Concello', ',', 'en', 'Cee', 'hoxe', 'ás', '20:30', 'na', 'Praza', '8', 'de', 'marzo', ',', 'o', 'colexio', 'San', 'Vicenzo', 'de', 'Vimianzo', 'realizará', 'mañá', 'unha', 'a', 'lectura', 'dun', 'manifesto', 'de', 'apoio', 'á', 'familia', 'na', 'praza', 'ás', '15:30h', ',', 'en', 'Laxe', 'o', 'mesmo', 'día', 'ás', '12:00', 'diante', 'do', 'concello', '.', 'Tamén', 'se', 'produciron', 'comunicados', 'de', 'repulsa', 'e', 'apoio', 'á', 'victima', 'dende', 'Adiante', 'Vimianzo', ',', 'o', 'Partido', 'Socialista', 'de', 'Vimianzo', 'e', 'o', 'BNG', 'de', 'Camariñas', '.']",1,6,210,35.0,0.8541666666666666,4.6875,3.0885416666666665,192.0,0.21875,0.203125,0.5054945054945055,0.03296703296703297,0.631578947368421,0.0
human,human,"['Unha', 'muller', 'sofre', 'unha', 'agresión', 'por', 'parte', 'da', 'súa', 'parella', '.', 'O', 'home', 'de', '41', 'anos', ',', 'Javier', 'M.', ',', 'propinou', 'tres', 'puñaladas', 'á', 'súa', 'parella', ',', 'Montse', 'López', '.', 'A', 'vítima', 'tivo', 'que', 'ser', 'trasladada', 'ao', 'hospital', 'nun', 'helicóptero', 'medicalizado', '.', 'Este', 'novo', 'caso', 'de', 'violencia', 'de', 'xénero', 'tivo', 'lugar', 'no', 'concello', 'de', 'Vimianzo', '.', 'Numerosas', 'vilas', 'da', 'zona', ',', 'como', 'Cee', ',', 'Camariñas', 'ou', 'Laxe', ',', 'condenaron', 'esta', 'agresión', 'e', 'pediron', 'xustiza', 'tanto', 'para', 'a', 'vítima', 'como', 'para', 'os', 'seus', 'fillos', '.', 'A', 'isto', 'tamén', 'se', 'sumaron', 'varias', 'forzas', 'políticas', ',', 'pedindo', 'tamén', 'a', 'elaboración', 'de', 'políticas', 'activas', 'nos', 'concellos', 'para', 'detectar', 'e', 'evitar', 'estes', 'casos', 'de', 'violencia', 'de', 'xénero', '.']",1,6,113,18.833333333333332,0.71,1.47,5.93,100.0,0.3670886075949367,0.16455696202531644,0.7708333333333334,0.03125,0.9175257731958762,0.010309278350515464
human,human,"['Esta', 'mércores', '15', 'de', 'maio', 'sobre', 'as', '9.00h', 'acontecía', 'en', 'Vimianzo', 'un', 'novo', 'caso', 'de', 'violencia', 'de', 'xénero', ':', 'Javier', 'M.', 'achegábase', 'á', 'oficia', 'de', 'Unións', 'Agrarias', ',', 'onde', 'traballa', 'Montse', 'López', ',', 'a', 'súa', 'parella', ',', 'e', 'alí', 'na', 'rúa', ',', 'asentoulle', 'tres', 'puñaladas', 'fronte', 'a', 'atónita', 'mirada', 'dos', 'testemuñas', '.', 'Javier', 'deuse', 'á', 'fuga', 'e', 'Montse', 'foi', 'trasladada', 'no', 'Helicóptero', 'medicalizado', 'ao', 'hospital', 'onde', 'se', 'recupera', 'das', 'feridas', '.', 'A', 'garda', 'civil', 'está', 'en', 'busca', 'do', 'agresor', '.', 'A', 'súa', 'vez', ',', 'sucédense', 'concentracións', 'en', 'apoio', 'á', 'vítima', 'e', 'en', 'denuncia', 'a', 'violencia', 'machista', 'por', 'toda', 'a', 'contorna', ':', 'dende', 'Vimianzo', ',', 'por', 'parte', 'do', 'concello', 'e', 'da', 'comunidade', 'escolar', 'do', 'colexio', 'San', 'Vicenzo', ',', 'onde', 'estudan', 'os', 'fillas', 'da', 'agredida', ',', 'até', 'Cee', ',', 'Laxe', 'ou', 'Camariñas', '.']",1,4,131,32.75,0.7155172413793104,1.5948275862068966,5.112068965517241,116.0,0.36666666666666664,0.14444444444444443,0.7368421052631579,0.008771929824561403,0.8947368421052632,0.0
